0,43,1.51073813438416,-4.76630592346191,0,0,0,0,0,0,0,0,5,-1.5107421875,4.76629638671875,0,-1.5107421875,4.76629638671875,0,0,0,0,0,0,0,0,0.276778524870415,0.691072712974191,0.456158101305439,0.647887130569614,0,0.298851776816063
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,20,0,20,22,20,0,16,0.6576007537812,0.504426582485636,0.650053146597954,0.20987096066115,1,0.177467759616719
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,13,20,0,17,0,20,12,0.752865183052078,0.962493007985173,0.449325836472831,0.814259414940262,0,0.545509462170797
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0.854733558304018,0.327342057287387,0.0800924683362676,0.230259183901483,1,0.182564811911593
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,0,20,0,2,0,5,0,0.386102301714058,0.634559520350098,0.279688692781929,0.5854129286415,1,0.271353253117965
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,14,0,15,15,20,0,10,0.763756676932684,0.703230182967722,0.711345690168136,0.359627604186361,1,0.214906919641115
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,28,0,5,27,10,15,24,0.162185379845177,0.838623807224736,0.884117186946849,0.644382381646141,1,0.286095620213828
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,7,0,20,11,5,0,7,0.641215342861235,0.581861899505305,0.189151344443276,0.670621217540755,1,0.292655328549585
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0.322033991721475,0.327859760880405,0.994307151527287,0.125202216266283,1,0.156300567790882
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,12,10,0,13,0,20,8,0.599768056347858,0.758619703705711,0.556609128395379,0.88707449794145,1,0.346768646848494
0,0,0,0,0,0,0,16,12,0,12,0,0,0,0,0,0,0,0,20,0,15,22,20,0,17,0.744069293022188,0.327274188086053,0.33469691422521,0.414572203724912,1,0.228643070151999
