DiffusionThreshold,CollectedDecoys,CollectedTargets,LastCollect,TotalDistance,Iterations,AliveRobots,RoboCollison,ObsCollison,SingleNum,Iter2,SD,Time,IterationNum,RobotID,Count,
3.2,0,10,146.004,35979.72,147.004,50,0,0,48.15,21992.52,19.5633,20.16788,3.852,0.842,1000,
3.3,0,10,146.314,36056.54,147.314,50,0,0,48.014,22151.08,21.21593,20.55496,4.134,1.066,1000,
3.4,0,10,146.232,36036.22,147.232,50,0,0,47.85,22137.64,21.46707,20.29168,3.771,0.964,1000,
3.5,0,10,146.62,36130.15,147.62,50,0,0,47.545,22216.04,20.61059,20.20333,3.582,0.934,1000,
3.6,0,10,145.939,35957.55,146.939,50,0,0,47.197,22033.83,21.05235,20.37146,4.13,0.868,1000,
3.7,0,10,146.503,36098.04,147.503,50,0,0,46.842,22200.38,21.06401,20.59218,3.313,1.049,1000,
3.8,0,10,146.874,36189.26,147.874,50,0,0,46.636,22373.47,22.52238,21.20647,4.168,0.748,1000,
3.9,0,10,146.475,36087.76,147.475,50,0,0,46.319,22175.01,20.6534,20.22626,4.319,0.865,1000,
4,0,10,147.098,36242.95,148.098,50,0,0,45.963,22430.87,22.32382,20.22129,3.5,0.94,1000,
4.1,0,10,146.979,36211.33,147.979,50,0,0,45.905,22384.19,22.06559,20.68892,3.874,1.023,1000,
4.2,0,10,146.236,36025.38,147.236,50,0,0,45.575,22079.64,20.03991,20.09326,3.773,0.991,1000,
4.3,0,10,146.883,36187.32,147.883,50,0,0,45.442,22306.08,20.90769,21.0492,3.848,0.969,1000,
4.4,0,10,147.237,36274.02,148.237,50,0,0,45.087,22436.59,21.51378,20.07936,4.338,0.872,1000,
4.5,0,10,147.264,36279.42,148.264,50,0,0,44.838,22475.42,22.21936,20.64065,5.103,0.943,1000,
4.6,0,10,147.168,36256.53,148.168,50,0,0,44.574,22439.33,22.04681,21.25957,3.447,1.07,1000,
4.7,0,10,146.982,36207.63,147.982,50,0,0,44.417,22317.67,20.47977,20.19053,3.511,0.988,1000,
4.8,0,10,147.689,36382.8,148.689,50,0,0,44.201,22655.26,23.39625,20.72175,4.505,0.923,1000,
4.9,0,10,147.328,36294.89,148.328,50,0,0,44.011,22439.86,20.95475,20.73998,4.812,0.916,1000,
5,0,10,147.393,36306.44,148.393,50,0,0,43.645,22463.74,21.06412,21.10576,4.525,1.09,1000,
5.1,0,10,147.904,36434.87,148.904,50,0,0,43.387,22661.65,22.12999,20.42636,4.469,0.905,1000,
5.2,0,10,148.923,36686.39,149.923,50,0,0,43.421,23006.34,23.02086,20.49973,4.216,0.961,1000,
5.3,0,10,147.388,36304.47,148.388,50,0,0,43.108,22486.98,21.6438,21.35404,3.731,0.899,1000,
5.4,0,10,147.566,36347.1,148.566,50,0,0,42.975,22523.69,21.26702,20.81585,4.243,0.922,1000,
5.5,0,10,148.159,36493.84,149.159,50,0,0,42.695,22772.43,22.90295,20.98258,4.531,1.229,1000,
5.6,0,10,147.726,36385.7,148.726,50,0,0,42.408,22609.32,22.14474,20.6374,4.051,0.992,1000,
5.7,0,10,147.8,36403.13,148.8,50,0,0,42.157,22572.58,20.7744,20.97747,3.366,0.907,1000,
5.8,0,10,148.677,36622.36,149.677,50,0,0,42.256,22928.38,22.92827,21.62275,4.105,1.058,1000,
5.9,0,10,147.625,36359.53,148.625,50,0,0,41.924,22549.51,21.46117,21.22553,3.57,1.03,1000,
6,0,10,148.598,36600.9,149.598,50,0,0,41.622,22878.02,22.33744,21.43422,4.115,1.091,1000,
6.1,0,10,148.669,36617.89,149.669,50,0,0,41.423,22861.39,21.47192,20.89246,3.491,1.047,1000,
6.2,0,10,148.731,36629.68,149.731,50,0,0,41.229,22883.59,21.55654,21.36166,4.551,0.781,1000,
6.3,0,10,147.681,36370.45,148.681,50,0,0,40.949,22593.24,22.08375,21.38267,4.602,1.139,1000,
6.4,0,10,148.529,36579.48,149.529,50,0,0,40.884,22830.09,21.71732,20.82651,4.181,0.922,1000,
6.5,0,10,148.53,36579.57,149.53,50,0,0,40.719,22817.62,21.42106,21.21545,3.481,1.032,1000,
6.6,0,10,148.507,36573.96,149.507,50,0,0,40.596,22819.36,21.62148,21.05651,4.078,1.106,1000,
6.7,0,10,149.038,36705.38,150.038,50,0,0,40.241,23089.53,24.05638,21.49471,4.186,1.028,1000,
6.8,0,10,149.124,36727.66,150.124,50,0,0,40.06,23001.74,21.56371,21.7644,3.9,1.103,1000,
6.9,0,10,149.713,36872.7,150.713,50,0,0,39.853,23196.24,21.96169,21.37642,4.254,0.961,1000,
7,0,10,148.693,36617.14,149.693,50,0,0,39.597,22894.91,22.07725,20.9137,4.404,1,1000,
7.1,0,10,149.905,36917.14,150.905,50,0,0,39.579,23255.49,21.9921,21.72378,4.146,0.81,1000,
7.2,0,10,149.09,36714.48,150.09,50,0,0,39.276,23058.32,23.06182,21.51516,4.429,0.914,1000,
7.3,0,10,150.038,36949.93,151.038,50,0,0,39.252,23412.33,24.50406,21.7422,4.321,0.926,1000,
7.4,0,10,149.209,36742.52,150.209,50,0,0,39.1,23049.82,22.08085,21.29627,4.865,1.038,1000,
7.5,0,10,149.305,36767.62,150.305,50,0,0,38.699,23103.04,22.62655,21.60761,4.053,0.938,1000,
7.6,0,10,149.64,36847.75,150.64,50,0,0,38.583,23137.36,21.1045,21.54189,3.929,0.843,1000,
7.7,0,10,149.933,36919.82,150.933,50,0,0,38.328,23273.08,22.19915,21.59268,4.084,0.924,1000,
7.8,0,10,150.424,37041.82,151.424,50,0,0,38.447,23502.87,23.96286,22.08488,4.107,1.034,1000,
7.9,0,10,149.932,36918.24,150.932,50,0,0,37.821,23371.3,24.3191,21.28478,4.656,1.002,1000,
8,0,10,150.18,36977.93,151.18,50,0,0,37.794,23373.03,22.76303,21.32022,5.181,0.954,1000,
8.1,0,10,149.819,36890.15,150.819,50,0,0,37.699,23267.47,22.83906,21.51797,4.173,0.866,1000,
8.2,0,10,151.137,37214.95,152.137,50,0,0,37.361,23747.32,24.54094,22.36353,4.233,1.026,1000,
8.3,0,10,150.81,37133.93,151.81,50,0,0,37.317,23587.44,23.27466,21.30686,3.823,0.988,1000,
8.4,0,10,151.547,37316.98,152.547,50,0,0,37.026,23901.78,25.13612,22.35265,3.676,1.216,1000,
8.5,0,10,150.863,37144.99,151.863,50,0,0,36.635,23636.13,23.96522,22.31012,4.301,1.029,1000,
8.6,0,10,150.998,37178.81,151.998,50,0,0,36.502,23715.77,24.75857,22.28281,3.377,1.042,1000,
8.7,0,10,151.752,37363.19,152.752,50,0,0,36.493,23832.73,22.36203,22.63231,3.687,1.053,1000,
8.8,0,10,150.838,37137.07,151.838,50,0,0,36.309,23635.44,24.10894,21.74858,3.635,0.986,1000,
8.9,0,10,152.077,37443.16,153.077,50,0,0,36.144,24013.51,24.11476,21.97319,4.137,0.977,1000,
9,0,10,151.153,37211.27,152.153,50,0,0,35.929,23627.22,21.84399,21.77168,3.295,1.107,1000,
9.1,0,10,152.362,37516.33,153.362,50,0,0,35.584,24139.04,24.89483,22.02034,4.706,0.904,1000,
9.2,0,10,152.097,37447.58,153.097,50,0,0,35.553,24031.09,24.35138,22.5633,4.44,0.874,1000,
9.3,0,10,152.249,37483.11,153.249,50,0,0,35.173,24121.83,25.243,22.47887,4.291,0.894,1000,
9.4,0,10,152.077,37440.71,153.077,50,0,0,35.026,24037.65,24.61077,22.26805,4.176,0.908,1000,
9.5,0,10,153.678,37841.8,154.678,50,0,0,34.613,24637.83,26.70685,22.96287,4.183,0.839,1000,
9.6,0,10,152.506,37545.43,153.506,50,0,0,34.722,24208.91,25.40593,22.86236,4.077,0.858,1000,
9.7,0,10,153.151,37706.82,154.151,50,0,0,34.443,24392.51,25.11199,22.62449,4.16,0.984,1000,
9.8,0,10,151.89,37393.1,152.89,50,0,0,34.309,23871.66,22.28912,22.40439,3.286,0.932,1000,
9.9,0,10,153.152,37703.6,154.152,50,0,0,34.02,24352.32,24.29138,22.71144,4.079,0.998,1000,
