-1,3,0.543880164623261,-4.9703311920166,0,0,0,1,1,0,0,1,5,-2.71942138671875,24.8516845703125,22,-0.54388427734375,4.9703369140625,0,0,-7.17974853515625,6.18133544921875,0,0,0,0,0.367622889283869,0.519785888269444,0.443572334686095,0.651206636173281,-1,-1.4618046283448
-1,25,0.960550010204315,-4.90686702728271,0,0,0,2,0,2,0,2,5,-0.9605712890625,4.9068603515625,0,-0.9605712890625,4.9068603515625,0,0,-7.2801513671875,-11.0675659179688,0,-7.2801513671875,-11.0675659179688,0,0.57698464187653,0.276930594480098,0.457216419492483,0.606561910643504,-1,-1.37748458206544
-1,55,-1.18604350090027,-4.85729360580444,0,0,0,1,0,1,0,1,5,1.18603515625,4.8572998046875,0,1.18603515625,4.8572998046875,0,0,-3.42828369140625,-0.215240478515625,0,0,0,0,0.13047712209191,0.747060269465232,0.741788776471181,0.372983738953706,-1,-1.81028785574132
-1,89,-0.0702621415257454,-4.99950647354126,0,0,0,0,0,0,0,0,5,0.07025146484375,4.99951171875,0,0.07025146484375,4.99951171875,0,0,0,0,0,0,0,0,0.399965490400775,0.157746954428846,0.395425783188746,0.763863821869653,-1,-1.58484921714054
-1,13,-4.78540706634521,1.4490966796875,0,0,0,0,0,0,0,0,5,4.785400390625,-1.4490966796875,0,4.785400390625,-1.4490966796875,0,0,0,0,0,0,0,0,0.165887215251982,0.826067218010345,0.22130716276416,0.570477076140455,-1,2.84755459883901
-1,55,-4.99998712539673,-0.0113142430782318,0,0,0,0,0,0,0,0,5,4.99998474121094,0.011322021484375,0,4.99998474121094,0.011322021484375,0,0,0,0,0,0,0,0,0.81643460589295,0.528544929124669,0.129612806313491,0.428061669891729,-1,-3.13932980300975
1,9,4.45305252075195,2.27383470535278,0,0,0,4,1,3,1,3,5,-8.904052734375,-4.55181884765625,29,-4.45306396484375,-2.27386474609375,28,28,-7.3724365234375,2.9754638671875,30,9.85260009765625,-16.7433471679688,24,0.837601450196282,0.954744023715492,0.648261749487492,0.240671400092855,1,0.47164871881165
1,6,-1.02536058425903,4.89373445510864,0,0,0,0,0,0,0,0,5,1.02536010742188,-4.89373779296875,16,5.58628845214844,-24.2770080566406,12,17,0,0,0,0,0,0,0.628259103106456,0.327352561674711,0.423650552715943,0.852497775038936,1,1.83384242249354
-1,0,0,0,0,0,0,27,11,12,20,0,0,0,0,0,0,0,0,15,0,5,16,10,-15,12,0.471002179417295,0.0665694778163775,0.386444001172876,0.0210441793413107,-1,-1.64676564975123
-1,27,-4.98203802108765,-0.423436015844345,0,0,0,0,0,0,0,0,5,4.98202514648438,0.423435211181641,0,4.98202514648438,0.423435211181641,0,0,0,0,0,0,0,0,0.0268672327636123,0.870690539419041,0.975816219568167,0.131589617641452,-1,-3.05680389551239
